numero_linha,nome_arquivo,tipo_documento,caminho_campo,nome_prisma,tabela_prisma,confianca_mapeamento,observacao_mapeamento,chave_json,valor_extraido,preenchido
2614,invoices.pdf,INVOICE,bankingDetails.beneficiary,,,,,beneficiary,,nao
2615,invoices.pdf,INVOICE,bankingDetails.branchCode,,,,,branchCode,,nao
2616,invoices.pdf,INVOICE,bankingDetails.fullText,,,,,fullText,"BANCO BPM S.P.A. SWIFT BAPPIT21AI6 VICOLO CONCORDIA, 7-9 BOLLATE MI IBAN:IT88H0503420100000000001975",sim
2617,invoices.pdf,INVOICE,packageSummary.totalGrossWeight,,,,,totalGrossWeight,"5,00 KG",sim
2618,invoices.pdf,INVOICE,packageSummary.totalNetWeight,,,,,totalNetWeight,"4,48 KG",sim
2619,invoices.pdf,INVOICE,packageSummary.commercialUnit,,,,,commercialUnit,Boxes,sim
2620,invoices.pdf,INVOICE,packageSummary.totalTareWeight,,,,,totalTareWeight,,nao
2621,invoices.pdf,INVOICE,packageSummary.totalCubicMeasurement,,,,,totalCubicMeasurement,"0,04 MC",sim
2622,invoices.pdf,INVOICE,packageSummary.totalPackages,,,,,totalPackages,"1,00",sim
2623,invoices.pdf,INVOICE,currency.type,moeda_item,PedidoItem,alta,,type,Eur,sim
2624,invoices.pdf,INVOICE,currency.exchangeRate,,,,,exchangeRate,,nao
2625,invoices.pdf,INVOICE,items_quantity,,,,,items_quantity,5,sim
2626,invoices.pdf,INVOICE,values.totalDocumentValue,,,,,totalDocumentValue,9825.00,sim
2627,invoices.pdf,INVOICE,values.discountsOrAdditions,,,,,discountsOrAdditions,,nao
2628,invoices.pdf,INVOICE,values.otherCharges,,,,,otherCharges,,nao
2629,invoices.pdf,INVOICE,observations,,,,,observations,DEL. NO 157075 of 17/01/25 Our ref. 2819788 B | Your ref. order 28/10/24 101D/24 Our ref. order 4 24689 27003 | GOODS OF ITALIAN ORIGIN DESTINED TO EXPORT | COMMODITY: SPARE PARTS FOR PUMPS | CUSTOMS TARIFF: 8413.9100 | NO. 1 CARTON BOX DIM CMS 40x30x30,sim
2630,invoices.pdf,INVOICE,isSigned,,,,,isSigned,false,sim
2631,invoices.pdf,INVOICE,additionalFields.Código do Cliente,,,,,Código do Cliente,0503SU20000,sim
2632,invoices.pdf,INVOICE,additionalFields.Ordem de Trabalho,,,,,Ordem de Trabalho,4O689,sim
2633,invoices.pdf,INVOICE,items[].descriptions.english,descricao_completa_item_en,PedidoItem,alta,,english,DISCHARGE VALVE SEAT ø32,sim
2634,invoices.pdf,INVOICE,items[].descriptions.portuguese,descricao_completa_item_pt,PedidoItem,alta,,portuguese,,nao
2635,invoices.pdf,INVOICE,items[].weights.unit,,,,,unit,PZ,sim
2636,invoices.pdf,INVOICE,items[].weights.net,,,,,net,,nao
2637,invoices.pdf,INVOICE,items[].weights.gross,,,,,gross,,nao
2638,invoices.pdf,INVOICE,items[].volume.packageType,,,,,packageType,,nao
2639,invoices.pdf,INVOICE,items[].volume.dimensions,,,,,dimensions,,nao
2640,invoices.pdf,INVOICE,items[].volume.size,,,,,size,,nao
2641,invoices.pdf,INVOICE,items[].volume.quantity,,,,,quantity,,nao
2642,invoices.pdf,INVOICE,items[].partNumber,part_number_item,PedidoItem,alta,,partNumber,3100N0002E00K39,sim
2643,invoices.pdf,INVOICE,items[].poNumber,,,,,poNumber,4513769032,sim
2644,invoices.pdf,INVOICE,items[].itemQuantity,,,,,itemQuantity,"3,00",sim
2645,invoices.pdf,INVOICE,items[].itemCurrency,,,,,itemCurrency,Eur,sim
2646,invoices.pdf,INVOICE,items[].itemUnitPriceWithCurrency,,,,,itemUnitPriceWithCurrency,"1.103,000",sim
2647,invoices.pdf,INVOICE,items[].itemTotalPriceWithCurrency,,,,,itemTotalPriceWithCurrency,"3.309,00",sim
2648,invoices.pdf,INVOICE,items[].ncm,,,,,ncm,,nao
2649,invoices.pdf,INVOICE,items[].hsCode,,,,,hsCode,,nao
2650,invoices.pdf,INVOICE,items[].originCountry,,,,,originCountry,,nao
2651,invoices.pdf,INVOICE,items[].manufacturer,,,,,manufacturer,,nao
2652,invoices.pdf,INVOICE,document.documentNumber,numero_invoice_item,PedidoItem,alta,,documentNumber,2250136,sim
2653,invoices.pdf,INVOICE,document.documentType,,,,,documentType,Invoice,sim
2654,invoices.pdf,INVOICE,document.documentDate,,,,,documentDate,2025-01-30,sim
2655,invoices.pdf,INVOICE,document.incoterm,incoterm_item,PedidoItem,sugestao,Alternativas: incoterm_processo (LogisticaInternacionalProcesso),incoterm,EXW,sim
2656,invoices.pdf,INVOICE,document.incotermLocation,,,,,incotermLocation,EX WORKS,sim
2657,invoices.pdf,INVOICE,document.originCountry,,,,,originCountry,ITALY,sim
2658,invoices.pdf,INVOICE,document.countryOfAcquisition,,,,,countryOfAcquisition,,nao
2659,invoices.pdf,INVOICE,document.countryOfProvenance,,,,,countryOfProvenance,,nao
2660,invoices.pdf,INVOICE,document.shippedOnBoardDate,,,,,shippedOnBoardDate,,nao
2661,invoices.pdf,INVOICE,exporter.name,nome_exportador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,PERONI POMPE SpA,sim
2662,invoices.pdf,INVOICE,exporter.address,endereco_fornecedor,Fornecedor,alta,,address,"Via Tacito, 4 - 20094 Corsico (MI) Italia",sim
2663,invoices.pdf,INVOICE,exporter.country,pais_fornecedor,Fornecedor,alta,,country,Italy,sim
2664,invoices.pdf,INVOICE,exporter.state,estado_provincia_fornecedor,Fornecedor,alta,,state,,nao
2665,invoices.pdf,INVOICE,exporter.city,cidade_fornecedor,Fornecedor,alta,,city,Corsico,sim
2666,invoices.pdf,INVOICE,exporter.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,20094,sim
2667,invoices.pdf,INVOICE,exporter.taxId,tin_fornecedor,Fornecedor,alta,,taxId,IT 00745820159,sim
2668,invoices.pdf,INVOICE,exporter.phone,telefone_fornecedor,Fornecedor,alta,,phone,+39 02 489 40.1,sim
2669,invoices.pdf,INVOICE,exporter.email,email_fornecedor,Fornecedor,alta,,email,,nao
2670,invoices.pdf,INVOICE,importer.name,nome_importador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,SUPERQUIP SERVICOS E EQUIPAMENTOS TECNICOS LTDA,sim
2671,invoices.pdf,INVOICE,importer.address,endereco_fornecedor,Fornecedor,alta,,address,RUA MEXICO 3-18° ANDAR CENTRO 20031-144 RIO DE JANEIRO RJ BRASILEIRA,sim
2672,invoices.pdf,INVOICE,importer.country,pais_fornecedor,Fornecedor,alta,,country,BRASIL,sim
2673,invoices.pdf,INVOICE,importer.state,estado_provincia_fornecedor,Fornecedor,alta,,state,RJ,sim
2674,invoices.pdf,INVOICE,importer.city,cidade_fornecedor,Fornecedor,alta,,city,RIO DE JANEIRO,sim
2675,invoices.pdf,INVOICE,importer.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,20031-144,sim
2676,invoices.pdf,INVOICE,importer.taxId,cnpj_fornecedor,Fornecedor,alta,,taxId,CNPJ30712061/0001-42,sim
2677,invoices.pdf,INVOICE,importer.phone,telefone_fornecedor,Fornecedor,alta,,phone,+55.21.22625355,sim
2678,invoices.pdf,INVOICE,importer.email,email_fornecedor,Fornecedor,alta,,email,,nao
2679,invoices.pdf,INVOICE,shipment.modal,modal_frete_internacional_processo,LogisticaInternacionalProcesso,alta,,modal,,nao
2680,invoices.pdf,INVOICE,shipment.carrier,,,,,carrier,,nao
2681,invoices.pdf,INVOICE,shipment.vesselName,,,,,vesselName,,nao
2682,invoices.pdf,INVOICE,shipment.airports.origin,,,,,origin,,nao
2683,invoices.pdf,INVOICE,shipment.airports.destination,,,,,destination,,nao
2684,invoices.pdf,INVOICE,shipment.ports.origin,porto_origem_processo,LogisticaInternacionalProcesso,alta,,origin,,nao
2685,invoices.pdf,INVOICE,shipment.ports.loading,porto_origem_processo,LogisticaInternacionalProcesso,alta,,loading,,nao
2686,invoices.pdf,INVOICE,shipment.ports.destination,porto_destino_processo,LogisticaInternacionalProcesso,alta,,destination,,nao
2687,invoices.pdf,INVOICE,shipment.ports.discharge,porto_destino_processo,LogisticaInternacionalProcesso,alta,,discharge,,nao
2688,invoices.pdf,INVOICE,shipment.costs.freight,,,,,freight,,nao
2689,invoices.pdf,INVOICE,shipment.costs.insurance,,,,,insurance,,nao
2690,invoices.pdf,INVOICE,containerNumbers,container_numero_processo_container,ContainerProcesso,alta,,containerNumbers,,nao
2691,invoices.pdf,INVOICE,payment.method,,,,,method,,nao
2692,invoices.pdf,INVOICE,payment.terms,condicao_pagamento_item,PedidoItem,alta,,terms,60 DAYS INVOICE DATE,sim
2693,invoices.pdf,INVOICE,bankingDetails.bankName,,,,,bankName,BANCO BPM S.P.A.,sim
2694,invoices.pdf,INVOICE,bankingDetails.iban,,,,,iban,IT88H0503420100000000001975,sim
2695,invoices.pdf,INVOICE,bankingDetails.swift,,,,,swift,BAPPIT21AI6,sim
2696,invoices.pdf,INVOICE,bankingDetails.accountNumber,,,,,accountNumber,,nao
2697,invoices.pdf,INVOICE,bankingDetails.beneficiary,,,,,beneficiary,,nao
2698,invoices.pdf,INVOICE,bankingDetails.branchCode,,,,,branchCode,,nao
2699,invoices.pdf,INVOICE,bankingDetails.fullText,,,,,fullText,"BANCO BPM S.P.A. SWIFT BAPPIT21AI6 VICOLO CONCORDIA, 7-9 BOLLATE MI IBAN:IT88H0503420100000000001975",sim
2700,invoices.pdf,INVOICE,packageSummary.totalGrossWeight,,,,,totalGrossWeight,"7,50 KG",sim
2701,invoices.pdf,INVOICE,packageSummary.totalNetWeight,,,,,totalNetWeight,"5,00 KG",sim
2702,invoices.pdf,INVOICE,packageSummary.commercialUnit,,,,,commercialUnit,Boxes,sim
2703,invoices.pdf,INVOICE,packageSummary.totalTareWeight,,,,,totalTareWeight,,nao
2704,invoices.pdf,INVOICE,packageSummary.totalCubicMeasurement,,,,,totalCubicMeasurement,"0,05 MC",sim
2705,invoices.pdf,INVOICE,packageSummary.totalPackages,,,,,totalPackages,"1,00",sim
2706,invoices.pdf,INVOICE,currency.type,moeda_item,PedidoItem,alta,,type,Eur,sim
2707,invoices.pdf,INVOICE,currency.exchangeRate,,,,,exchangeRate,,nao
2708,invoices.pdf,INVOICE,items_quantity,,,,,items_quantity,7,sim
2709,invoices.pdf,INVOICE,values.totalDocumentValue,,,,,totalDocumentValue,4323.00,sim
2710,invoices.pdf,INVOICE,values.discountsOrAdditions,,,,,discountsOrAdditions,,nao
2711,invoices.pdf,INVOICE,values.otherCharges,,,,,otherCharges,,nao
2712,invoices.pdf,INVOICE,observations,,,,,observations,DEL. NO 157112 of 29/01/25 Our ref. 2819563 B | Your ref. order 29/10/24 101H/24 Our ref. order 4 24690 2024/97 & 27003 | GOODS OF ITALIAN ORIGIN DESTINED TO EXPORT | COMMODITY: SPARE PARTS FOR PUMPS | CUSTOMS TARIFF: 8413.9100 | NO. 1 CARTON BOX DIM CMS 40x30x30,sim
2713,invoices.pdf,INVOICE,isSigned,,,,,isSigned,false,sim
2714,invoices.pdf,INVOICE,additionalFields.Código do Cliente,,,,,Código do Cliente,0503SU20000,sim
2715,invoices.pdf,INVOICE,additionalFields.Ordem de Trabalho,,,,,Ordem de Trabalho,4O690,sim
2716,invoices.pdf,INVOICE,items[].descriptions.english,descricao_completa_item_en,PedidoItem,alta,,english,SEEGER RING D 75,sim
2717,invoices.pdf,INVOICE,items[].descriptions.portuguese,descricao_completa_item_pt,PedidoItem,alta,,portuguese,,nao
2718,invoices.pdf,INVOICE,items[].weights.unit,,,,,unit,PZ,sim
2719,invoices.pdf,INVOICE,items[].weights.net,,,,,net,,nao
2720,invoices.pdf,INVOICE,items[].weights.gross,,,,,gross,,nao
2721,invoices.pdf,INVOICE,items[].volume.packageType,,,,,packageType,,nao
2722,invoices.pdf,INVOICE,items[].volume.dimensions,,,,,dimensions,,nao
2723,invoices.pdf,INVOICE,items[].volume.size,,,,,size,,nao
2724,invoices.pdf,INVOICE,items[].volume.quantity,,,,,quantity,,nao
2725,invoices.pdf,INVOICE,items[].partNumber,part_number_item,PedidoItem,alta,,partNumber,EBF000002052H99,sim
2726,invoices.pdf,INVOICE,items[].poNumber,,,,,poNumber,4513792426,sim
2727,invoices.pdf,INVOICE,items[].itemQuantity,,,,,itemQuantity,"2,00",sim
2728,invoices.pdf,INVOICE,items[].itemCurrency,,,,,itemCurrency,Eur,sim
2729,invoices.pdf,INVOICE,items[].itemUnitPriceWithCurrency,,,,,itemUnitPriceWithCurrency,"35,000",sim
2730,invoices.pdf,INVOICE,items[].itemTotalPriceWithCurrency,,,,,itemTotalPriceWithCurrency,"70,00",sim
2731,invoices.pdf,INVOICE,items[].ncm,,,,,ncm,,nao
2732,invoices.pdf,INVOICE,items[].hsCode,,,,,hsCode,,nao
2733,invoices.pdf,INVOICE,items[].originCountry,,,,,originCountry,,nao
2734,invoices.pdf,INVOICE,items[].manufacturer,,,,,manufacturer,,nao
2735,invoices.pdf,INVOICE,document.documentNumber,numero_invoice_item,PedidoItem,alta,,documentNumber,2250126,sim
2736,invoices.pdf,INVOICE,document.documentType,,,,,documentType,Invoice,sim
2737,invoices.pdf,INVOICE,document.documentDate,,,,,documentDate,2025-01-24,sim
2738,invoices.pdf,INVOICE,document.incoterm,incoterm_item,PedidoItem,sugestao,Alternativas: incoterm_processo (LogisticaInternacionalProcesso),incoterm,EXW,sim
2739,invoices.pdf,INVOICE,document.incotermLocation,,,,,incotermLocation,EX WORKS,sim
2740,invoices.pdf,INVOICE,document.originCountry,,,,,originCountry,ITALY,sim
2741,invoices.pdf,INVOICE,document.countryOfAcquisition,,,,,countryOfAcquisition,,nao
2742,invoices.pdf,INVOICE,document.countryOfProvenance,,,,,countryOfProvenance,,nao
2743,invoices.pdf,INVOICE,document.shippedOnBoardDate,,,,,shippedOnBoardDate,,nao
2744,invoices.pdf,INVOICE,exporter.name,nome_exportador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,PERONI POMPE SpA,sim
2745,invoices.pdf,INVOICE,exporter.address,endereco_fornecedor,Fornecedor,alta,,address,"Via Tacito, 4 - 20094 Corsico (MI) Italia",sim
2746,invoices.pdf,INVOICE,exporter.country,pais_fornecedor,Fornecedor,alta,,country,Italy,sim
2747,invoices.pdf,INVOICE,exporter.state,estado_provincia_fornecedor,Fornecedor,alta,,state,,nao
2748,invoices.pdf,INVOICE,exporter.city,cidade_fornecedor,Fornecedor,alta,,city,Corsico,sim
2749,invoices.pdf,INVOICE,exporter.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,20094,sim
2750,invoices.pdf,INVOICE,exporter.taxId,tin_fornecedor,Fornecedor,alta,,taxId,IT 00745820159,sim
2751,invoices.pdf,INVOICE,exporter.phone,telefone_fornecedor,Fornecedor,alta,,phone,+39 02 489 40.1,sim
2752,invoices.pdf,INVOICE,exporter.email,email_fornecedor,Fornecedor,alta,,email,,nao
2753,invoices.pdf,INVOICE,importer.name,nome_importador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,SUPERQUIP SERVICOS E EQUIPAMENTOS TECNICOS LTDA,sim
2754,invoices.pdf,INVOICE,importer.address,endereco_fornecedor,Fornecedor,alta,,address,RUA MEXICO 3-18° ANDAR CENTRO 20031-144 RIO DE JANEIRO RJ BRASILEIRA,sim
2755,invoices.pdf,INVOICE,importer.country,pais_fornecedor,Fornecedor,alta,,country,BRASIL,sim
2756,invoices.pdf,INVOICE,importer.state,estado_provincia_fornecedor,Fornecedor,alta,,state,RJ,sim
2757,invoices.pdf,INVOICE,importer.city,cidade_fornecedor,Fornecedor,alta,,city,RIO DE JANEIRO,sim
2758,invoices.pdf,INVOICE,importer.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,20031-144,sim
2759,invoices.pdf,INVOICE,importer.taxId,cnpj_fornecedor,Fornecedor,alta,,taxId,CNPJ30712061/0001-42,sim
2760,invoices.pdf,INVOICE,importer.phone,telefone_fornecedor,Fornecedor,alta,,phone,+55.21.22625355,sim
2761,invoices.pdf,INVOICE,importer.email,email_fornecedor,Fornecedor,alta,,email,,nao
2762,invoices.pdf,INVOICE,shipment.modal,modal_frete_internacional_processo,LogisticaInternacionalProcesso,alta,,modal,,nao
2763,invoices.pdf,INVOICE,shipment.carrier,,,,,carrier,,nao
2764,invoices.pdf,INVOICE,shipment.vesselName,,,,,vesselName,,nao
2765,invoices.pdf,INVOICE,shipment.airports.origin,,,,,origin,,nao
2766,invoices.pdf,INVOICE,shipment.airports.destination,,,,,destination,,nao
2767,invoices.pdf,INVOICE,shipment.ports.origin,porto_origem_processo,LogisticaInternacionalProcesso,alta,,origin,,nao
2768,invoices.pdf,INVOICE,shipment.ports.loading,porto_origem_processo,LogisticaInternacionalProcesso,alta,,loading,,nao
2769,invoices.pdf,INVOICE,shipment.ports.destination,porto_destino_processo,LogisticaInternacionalProcesso,alta,,destination,,nao
2770,invoices.pdf,INVOICE,shipment.ports.discharge,porto_destino_processo,LogisticaInternacionalProcesso,alta,,discharge,,nao
2771,invoices.pdf,INVOICE,shipment.costs.freight,,,,,freight,,nao
2772,invoices.pdf,INVOICE,shipment.costs.insurance,,,,,insurance,,nao
2773,invoices.pdf,INVOICE,containerNumbers,container_numero_processo_container,ContainerProcesso,alta,,containerNumbers,,nao
2774,invoices.pdf,INVOICE,payment.method,,,,,method,,nao
2775,invoices.pdf,INVOICE,payment.terms,condicao_pagamento_item,PedidoItem,alta,,terms,60 DAYS INVOICE DATE,sim
2776,invoices.pdf,INVOICE,bankingDetails.bankName,,,,,bankName,BANCO BPM S.P.A.,sim
2777,invoices.pdf,INVOICE,bankingDetails.iban,,,,,iban,IT88H0503420100000000001975,sim
2778,invoices.pdf,INVOICE,bankingDetails.swift,,,,,swift,BAPPIT21AI6,sim
2779,invoices.pdf,INVOICE,bankingDetails.accountNumber,,,,,accountNumber,,nao
2780,invoices.pdf,INVOICE,bankingDetails.beneficiary,,,,,beneficiary,,nao
2781,invoices.pdf,INVOICE,bankingDetails.branchCode,,,,,branchCode,,nao
2782,invoices.pdf,INVOICE,bankingDetails.fullText,,,,,fullText,"BANCO BPM S.P.A. SWIFT BAPPIT21AI6 VICOLO CONCORDIA, 7-9 BOLLATE MI IBAN:IT88H0503420100000000001975",sim
2783,invoices.pdf,INVOICE,packageSummary.totalGrossWeight,,,,,totalGrossWeight,"13,00 KG",sim
2784,invoices.pdf,INVOICE,packageSummary.totalNetWeight,,,,,totalNetWeight,"10,36 KG",sim
2785,invoices.pdf,INVOICE,packageSummary.commercialUnit,,,,,commercialUnit,Boxes,sim
2786,invoices.pdf,INVOICE,packageSummary.totalTareWeight,,,,,totalTareWeight,,nao
2787,invoices.pdf,INVOICE,packageSummary.totalCubicMeasurement,,,,,totalCubicMeasurement,"0,05 MC",sim
2788,invoices.pdf,INVOICE,packageSummary.totalPackages,,,,,totalPackages,"1,00",sim
2789,invoices.pdf,INVOICE,currency.type,moeda_item,PedidoItem,alta,,type,Eur,sim
2790,invoices.pdf,INVOICE,currency.exchangeRate,,,,,exchangeRate,,nao
2791,invoices.pdf,INVOICE,items_quantity,,,,,items_quantity,11,sim
2792,invoices.pdf,INVOICE,values.totalDocumentValue,,,,,totalDocumentValue,36299.00,sim
2793,invoices.pdf,INVOICE,values.discountsOrAdditions,,,,,discountsOrAdditions,,nao
2794,invoices.pdf,INVOICE,values.otherCharges,,,,,otherCharges,,nao
2795,invoices.pdf,INVOICE,observations,,,,,observations,DEL. NO 157101 of 23/01/25 Our ref. 2819578 B | Your ref. order 29/10/24 003Y/24 Our ref. order 4 24691 2024/97 & 27003 | GOODS OF ITALIAN ORIGIN DESTINED TO EXPORT | COMMODITY: SPARE PARTS FOR PUMPS | CUSTOMS TARIFF: 8413.9100 | NO. 1 CARTON BOX DIM CMS 40x30x30,sim
2796,invoices.pdf,INVOICE,isSigned,,,,,isSigned,false,sim
2797,invoices.pdf,INVOICE,additionalFields.Código do Cliente,,,,,Código do Cliente,0503SU20000,sim
2798,invoices.pdf,INVOICE,additionalFields.Ordem de Trabalho,,,,,Ordem de Trabalho,4O691,sim
2799,invoices.pdf,INVOICE,items[].descriptions.english,descricao_completa_item_en,PedidoItem,alta,,english,GUIDE RING ø55,sim
2800,invoices.pdf,INVOICE,items[].descriptions.portuguese,descricao_completa_item_pt,PedidoItem,alta,,portuguese,,nao
2801,invoices.pdf,INVOICE,items[].weights.unit,,,,,unit,PZ,sim
2802,invoices.pdf,INVOICE,items[].weights.net,,,,,net,,nao
2803,invoices.pdf,INVOICE,items[].weights.gross,,,,,gross,,nao
2804,invoices.pdf,INVOICE,items[].volume.packageType,,,,,packageType,,nao
2805,invoices.pdf,INVOICE,items[].volume.dimensions,,,,,dimensions,,nao
2806,invoices.pdf,INVOICE,items[].volume.size,,,,,size,,nao
2807,invoices.pdf,INVOICE,items[].volume.quantity,,,,,quantity,,nao
2808,invoices.pdf,INVOICE,items[].partNumber,part_number_item,PedidoItem,alta,,partNumber,3110N0138M00X11,sim
2809,invoices.pdf,INVOICE,items[].poNumber,,,,,poNumber,4513794585,sim
2810,invoices.pdf,INVOICE,items[].itemQuantity,,,,,itemQuantity,"12,00",sim
2811,invoices.pdf,INVOICE,items[].itemCurrency,,,,,itemCurrency,Eur,sim
2812,invoices.pdf,INVOICE,items[].itemUnitPriceWithCurrency,,,,,itemUnitPriceWithCurrency,"46,000",sim
2813,invoices.pdf,INVOICE,items[].itemTotalPriceWithCurrency,,,,,itemTotalPriceWithCurrency,"552,00",sim
2814,invoices.pdf,INVOICE,items[].ncm,,,,,ncm,,nao
2815,invoices.pdf,INVOICE,items[].hsCode,,,,,hsCode,,nao
2816,invoices.pdf,INVOICE,items[].originCountry,,,,,originCountry,,nao
2817,invoices.pdf,INVOICE,items[].manufacturer,,,,,manufacturer,,nao
2818,invoices.pdf,INVOICE,document.documentNumber,numero_invoice_item,PedidoItem,alta,,documentNumber,2250076,sim
2819,invoices.pdf,INVOICE,document.documentType,,,,,documentType,Invoice,sim
2820,invoices.pdf,INVOICE,document.documentDate,,,,,documentDate,2025-01-13,sim
2821,invoices.pdf,INVOICE,document.incoterm,incoterm_item,PedidoItem,sugestao,Alternativas: incoterm_processo (LogisticaInternacionalProcesso),incoterm,EXW,sim
2822,invoices.pdf,INVOICE,document.incotermLocation,,,,,incotermLocation,EX WORKS,sim
2823,invoices.pdf,INVOICE,document.originCountry,,,,,originCountry,ITALY,sim
2824,invoices.pdf,INVOICE,document.countryOfAcquisition,,,,,countryOfAcquisition,,nao
2825,invoices.pdf,INVOICE,document.countryOfProvenance,,,,,countryOfProvenance,,nao
2826,invoices.pdf,INVOICE,document.shippedOnBoardDate,,,,,shippedOnBoardDate,,nao
2827,invoices.pdf,INVOICE,exporter.name,nome_exportador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,PERONI POMPE SpA,sim
2828,invoices.pdf,INVOICE,exporter.address,endereco_fornecedor,Fornecedor,alta,,address,"Via Tacito, 4 - 20094 Corsico (MI) Italia",sim
2829,invoices.pdf,INVOICE,exporter.country,pais_fornecedor,Fornecedor,alta,,country,Italy,sim
2830,invoices.pdf,INVOICE,exporter.state,estado_provincia_fornecedor,Fornecedor,alta,,state,,nao
2831,invoices.pdf,INVOICE,exporter.city,cidade_fornecedor,Fornecedor,alta,,city,Corsico,sim
2832,invoices.pdf,INVOICE,exporter.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,20094,sim
2833,invoices.pdf,INVOICE,exporter.taxId,tin_fornecedor,Fornecedor,alta,,taxId,IT 00745820159,sim
2834,invoices.pdf,INVOICE,exporter.phone,telefone_fornecedor,Fornecedor,alta,,phone,+39 02 489 40.1,sim
2835,invoices.pdf,INVOICE,exporter.email,email_fornecedor,Fornecedor,alta,,email,,nao
2836,invoices.pdf,INVOICE,importer.name,nome_importador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,SUPERQUIP SERVICOS E EQUIPAMENTOS TECNICOS LTDA,sim
2837,invoices.pdf,INVOICE,importer.address,endereco_fornecedor,Fornecedor,alta,,address,RUA MEXICO 3-18° ANDAR CENTRO 20031-144 RIO DE JANEIRO RJ BRASILEIRA,sim
2838,invoices.pdf,INVOICE,importer.country,pais_fornecedor,Fornecedor,alta,,country,BRASIL,sim
2839,invoices.pdf,INVOICE,importer.state,estado_provincia_fornecedor,Fornecedor,alta,,state,RJ,sim
2840,invoices.pdf,INVOICE,importer.city,cidade_fornecedor,Fornecedor,alta,,city,RIO DE JANEIRO,sim
2841,invoices.pdf,INVOICE,importer.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,20031-144,sim
2842,invoices.pdf,INVOICE,importer.taxId,cnpj_fornecedor,Fornecedor,alta,,taxId,CNPJ30712061/0001-42,sim
2843,invoices.pdf,INVOICE,importer.phone,telefone_fornecedor,Fornecedor,alta,,phone,+55.21.22625355,sim
2844,invoices.pdf,INVOICE,importer.email,email_fornecedor,Fornecedor,alta,,email,,nao
2845,invoices.pdf,INVOICE,shipment.modal,modal_frete_internacional_processo,LogisticaInternacionalProcesso,alta,,modal,,nao
2846,invoices.pdf,INVOICE,shipment.carrier,,,,,carrier,,nao
2847,invoices.pdf,INVOICE,shipment.vesselName,,,,,vesselName,,nao
2848,invoices.pdf,INVOICE,shipment.airports.origin,,,,,origin,,nao
2849,invoices.pdf,INVOICE,shipment.airports.destination,,,,,destination,,nao
2850,invoices.pdf,INVOICE,shipment.ports.origin,porto_origem_processo,LogisticaInternacionalProcesso,alta,,origin,,nao
2851,invoices.pdf,INVOICE,shipment.ports.loading,porto_origem_processo,LogisticaInternacionalProcesso,alta,,loading,,nao
2852,invoices.pdf,INVOICE,shipment.ports.destination,porto_destino_processo,LogisticaInternacionalProcesso,alta,,destination,,nao
2853,invoices.pdf,INVOICE,shipment.ports.discharge,porto_destino_processo,LogisticaInternacionalProcesso,alta,,discharge,,nao
2854,invoices.pdf,INVOICE,shipment.costs.freight,,,,,freight,,nao
2855,invoices.pdf,INVOICE,shipment.costs.insurance,,,,,insurance,,nao
2856,invoices.pdf,INVOICE,containerNumbers,container_numero_processo_container,ContainerProcesso,alta,,containerNumbers,,nao
2857,invoices.pdf,INVOICE,payment.method,,,,,method,,nao
2858,invoices.pdf,INVOICE,payment.terms,condicao_pagamento_item,PedidoItem,alta,,terms,60 DAYS INVOICE DATE,sim
2859,invoices.pdf,INVOICE,bankingDetails.bankName,,,,,bankName,BANCO BPM S.P.A.,sim
2860,invoices.pdf,INVOICE,bankingDetails.iban,,,,,iban,IT88H0503420100000000001975,sim
2861,invoices.pdf,INVOICE,bankingDetails.swift,,,,,swift,BAPPIT21AI6,sim
2862,invoices.pdf,INVOICE,bankingDetails.accountNumber,,,,,accountNumber,,nao
2863,invoices.pdf,INVOICE,bankingDetails.beneficiary,,,,,beneficiary,,nao
2864,invoices.pdf,INVOICE,bankingDetails.branchCode,,,,,branchCode,,nao
2865,invoices.pdf,INVOICE,bankingDetails.fullText,,,,,fullText,"BANCO BPM S.P.A. SWIFT BAPPIT21AI6 VICOLO CONCORDIA, 7-9 BOLLATE MI IBAN:IT88H0503420100000000001975",sim
2866,invoices.pdf,INVOICE,packageSummary.totalGrossWeight,,,,,totalGrossWeight,"11,00 KG",sim
2867,invoices.pdf,INVOICE,packageSummary.totalNetWeight,,,,,totalNetWeight,"8,72 KG",sim
2868,invoices.pdf,INVOICE,packageSummary.commercialUnit,,,,,commercialUnit,Boxes,sim
2869,invoices.pdf,INVOICE,packageSummary.totalTareWeight,,,,,totalTareWeight,,nao
