Metodo,Rota Completa (Atual),Rota Completa - DDD,Prefixo Mount,Path no arquivo,Local,Produto / Servico,Arquivo da rota,Variavel Router,Middleware detectado,Request Schema (Zod),Response Schema,Model Prisma principal,Entidade retornada,Consumidor,Descricao,Conforme DDD?,Patente minima,Status DDD,Observacoes
PUT,/condicoes/:id,,,/condicoes/:id,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/config.ts,router,,CondicaoUpdateSchema,,financeiroCondicaoPagamento,,,,,,,
DELETE,/condicoes/:id,,,/condicoes/:id,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/config.ts,router,,,,financeiroCondicaoPagamento,,,,,,,
POST,/api/v1/financeiro/dashboard/widgets,,/api/v1/financeiro/dashboard,/widgets,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/dashboard.routes.ts,dashboardWidgetsRouter,,,,financeiroProcesso,,,,,,,
GET,/:processoId,,,/:processoId,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/dashboard.ts,router,,CreateFinanceiroSchema,,financeiroProcesso,,,,,,,
POST,/,,,/,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/dashboard.ts,router,,CreateFinanceiroSchema,,financeiroProcesso,,,,,,,
GET,/:processoId/historico,,,/:processoId/historico,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/historico.ts,router,,QuerySchema,,financeiroProcesso,,,,,,,
POST,/:processoId/historico,,,/:processoId/historico,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/historico.ts,router,,,,financeiroProcesso,,,,,,,
POST,/:processoId/importar/xml,,,/:processoId/importar/xml,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/importar.ts,router,,XmlImportSchema,,financeiroProcesso,,,,,,,
POST,/:processoId/importar/xml/confirmar,,,/:processoId/importar/xml/confirmar,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/importar.ts,router,,LancamentoImportadoSchema,,financeiroProcesso,,,,,,,
POST,/:processoId/importar/portal-unico,,,/:processoId/importar/portal-unico,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/importar.ts,router,,PortalUnicoSchema,,financeiroProcesso,,,,,,,
POST,/:processoId/importar/portal-unico/confirmar,,,/:processoId/importar/portal-unico/confirmar,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/importar.ts,router,,LancamentoImportadoSchema,,financeiroProcesso,,,,,,,
POST,/:processoId/importar/smart-read,,,/:processoId/importar/smart-read,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/importar.ts,router,,,,financeiroCategorias,,,,,,,
POST,/:processoId/importar/planilha,,,/:processoId/importar/planilha,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/importar.ts,router,,,,financeiroCategorias,,,,,,,
GET,/:processoId/lancamentos,,,/:processoId/lancamentos,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/lancamentos.ts,router,,ListaQuerySchema,,financeiroProcesso,,,,,,,
POST,/:processoId/lancamentos,,,/:processoId/lancamentos,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/lancamentos.ts,router,,LancamentoCreateSchema,,financeiroProcesso,,,,,,,
PUT,/:processoId/lancamentos/:id,,,/:processoId/lancamentos/:id,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/lancamentos.ts,router,,LancamentoUpdateSchema,,financeiroLancamento,,,,,,,
DELETE,/:processoId/lancamentos/:id,,,/:processoId/lancamentos/:id,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/lancamentos.ts,router,,,,financeiroLancamento,,,,,,,
GET,/:processoId/numerario,,,/:processoId/numerario,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/numerario.ts,router,,NumerarioCreateSchema,,financeiroProcesso,,,,,,,
POST,/:processoId/numerario,,,/:processoId/numerario,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/numerario.ts,router,,NumerarioCreateSchema,,financeiroProcesso,,,,,,,
PUT,/:processoId/numerario/:id,,,/:processoId/numerario/:id,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/numerario.ts,router,,NumerarioUpdateSchema,,financeiroNumerario,,,,,,,
DELETE,/:processoId/numerario/:id,,,/:processoId/numerario/:id,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/numerario.ts,router,,,,financeiroNumerario,,,,,,,
GET,/:processoId/rateio,,,/:processoId/rateio,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/rateio.ts,router,,,,financeiroProcesso,,,,,,,
POST,/:processoId/rateio/gerar,,,/:processoId/rateio/gerar,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/rateio.ts,router,,,,financeiroProcesso,,,,,,,
GET,/:processoId/rateio/:id/download,,,/:processoId/rateio/:id/download,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/rateio.ts,router,,,,financeiroRateio,,,,,,,
GET,/,,,/,Produto,lpco,produto/lpco/server/src/routes/credenciais.ts,router,,CredencialCreateSchema,,siscomexCredencial,,,,,,,
POST,/,,,/,Produto,lpco,produto/lpco/server/src/routes/credenciais.ts,router,,CredencialCreateSchema,,siscomexCredencial,,,,,,,
PUT,/:id,,,/:id,Produto,lpco,produto/lpco/server/src/routes/credenciais.ts,router,,,,siscomexCredencial,,,,,,,
DELETE,/:id,,,/:id,Produto,lpco,produto/lpco/server/src/routes/credenciais.ts,router,,,,siscomexCredencial,,,,,,,
POST,/:id/testar,,,/:id/testar,Produto,lpco,produto/lpco/server/src/routes/credenciais.ts,router,,,,siscomexCredencial,,,,,,,
POST,/api/v1/lpcos/dashboard/widgets,,/api/v1/lpcos/dashboard,/widgets,Produto,lpco,produto/lpco/server/src/routes/dashboard.routes.ts,dashboardWidgetsRouter,,,,lpco,,,,,,,
GET,/,,,/,Produto,lpco,produto/lpco/server/src/routes/lpco.ts,router,,LpcoListaQuerySchema,,lpco,,,,,,,
GET,/stats,,,/stats,Produto,lpco,produto/lpco/server/src/routes/lpco.ts,router,,,,,,,,,,,
GET,/prefill/pedido/:pedidoId,,,/prefill/pedido/:pedidoId,Produto,lpco,produto/lpco/server/src/routes/lpco.ts,router,,,,lpco,,,,,,,
GET,/:id,,,/:id,Produto,lpco,produto/lpco/server/src/routes/lpco.ts,router,,LpcoCreateSchema,,lpco,,,,,,,
POST,/,,,/,Produto,lpco,produto/lpco/server/src/routes/lpco.ts,router,,LpcoCreateSchema,,lpco,,,,,,,
PUT,/:id,,,/:id,Produto,lpco,produto/lpco/server/src/routes/lpco.ts,router,,LpcoUpdateSchema,,lpco,,,,,,,
POST,/:id/registrar,,,/:id/registrar,Produto,lpco,produto/lpco/server/src/routes/lpco.ts,router,,LpcoRegistroSchema,,lpco,,,,,,,
POST,/:id/cancelar,,,/:id/cancelar,Produto,lpco,produto/lpco/server/src/routes/lpco.ts,router,,LpcoCancelarSchema,,lpco,,,,,,,
POST,/:id/atualizar-status,,,/:id/atualizar-status,Produto,lpco,produto/lpco/server/src/routes/lpco.ts,router,,LpcoAtualizarStatusSchema,,lpco,,,,,,,
POST,/:id/duplicar,,,/:id/duplicar,Produto,lpco,produto/lpco/server/src/routes/lpco.ts,router,,,,lpco,,,,,,,
GET,/:id/documentos,,,/:id/documentos,Produto,lpco,produto/lpco/server/src/routes/lpcoDocumento.ts,router,,,,lpcoDocumento,,,,,,,
POST,/:id/documentos,,,/:id/documentos,Produto,lpco,produto/lpco/server/src/routes/lpcoDocumento.ts,router,,,,lpco,,,,,,,
DELETE,/:id/documentos/:docId,,,/:id/documentos/:docId,Produto,lpco,produto/lpco/server/src/routes/lpcoDocumento.ts,router,,,,lpcoDocumento,,,,,,,
GET,/:id/exigencias,,,/:id/exigencias,Produto,lpco,produto/lpco/server/src/routes/lpcoExigencia.ts,router,,LpcoExigenciaCreateSchema,,lpcoExigencia,,,,,,,
POST,/:id/exigencias,,,/:id/exigencias,Produto,lpco,produto/lpco/server/src/routes/lpcoExigencia.ts,router,,LpcoExigenciaCreateSchema,,lpco,,,,,,,
POST,/:id/exigencias/:exId/responder,,,/:id/exigencias/:exId/responder,Produto,lpco,produto/lpco/server/src/routes/lpcoExigencia.ts,router,,LpcoExigenciaRespostaSchema,,lpcoExigencia,,,,,,,
GET,/:id/historico,,,/:id/historico,Produto,lpco,produto/lpco/server/src/routes/lpcoHistorico.ts,router,,,,lpco,,,,,,,
GET,/:id/itens,,,/:id/itens,Produto,lpco,produto/lpco/server/src/routes/lpcoItem.ts,router,,LpcoItemCreateSchema,,lpcoItem,,,,,,,
POST,/:id/itens,,,/:id/itens,Produto,lpco,produto/lpco/server/src/routes/lpcoItem.ts,router,,LpcoItemCreateSchema,,lpco,,,,,,,
PUT,/:id/itens/:itemId,,,/:id/itens/:itemId,Produto,lpco,produto/lpco/server/src/routes/lpcoItem.ts,router,,LpcoItemUpdateSchema,,lpcoItem,,,,,,,
DELETE,/:id/itens/:itemId,,,/:id/itens/:itemId,Produto,lpco,produto/lpco/server/src/routes/lpcoItem.ts,router,,,,lpcoItem,,,,,,,
POST,/:id/portal/registrar,,,/:id/portal/registrar,Produto,lpco,produto/lpco/server/src/routes/lpcoPortal.ts,router,,,,lpco,,,,,,,
GET,/:id/portal/sincronizar,,,/:id/portal/sincronizar,Produto,lpco,produto/lpco/server/src/routes/lpcoPortal.ts,router,,,,lpco,,,,,,,
POST,/:id/portal/retificar,,,/:id/portal/retificar,Produto,lpco,produto/lpco/server/src/routes/lpcoPortal.ts,router,,motivoSchema,,lpco,,,,,,,
POST,/:id/portal/cancelar,,,/:id/portal/cancelar,Produto,lpco,produto/lpco/server/src/routes/lpcoPortal.ts,router,,motivoSchema,,lpco,,,,,,,
POST,/:id/portal/exigencia/:exId/responder,,,/:id/portal/exigencia/:exId/responder,Produto,lpco,produto/lpco/server/src/routes/lpcoPortal.ts,router,,respostaSchema,,lpco,,,,,,,
POST,/portal/webhook,,,/portal/webhook,Produto,lpco,produto/lpco/server/src/routes/lpcoPortal.ts,router,,WebhookPayloadSchema,,lpco,,,,,,,
GET,/:id/vinculos,,,/:id/vinculos,Produto,lpco,produto/lpco/server/src/routes/lpcoVinculo.ts,router,,LpcoVinculoCreateSchema,,lpcoVinculo,,,,,,,
POST,/:id/vinculos,,,/:id/vinculos,Produto,lpco,produto/lpco/server/src/routes/lpcoVinculo.ts,router,,LpcoVinculoCreateSchema,,lpco,,,,,,,
DELETE,/:id/vinculos/:vincId,,,/:id/vinculos/:vincId,Produto,lpco,produto/lpco/server/src/routes/lpcoVinculo.ts,router,,,,lpcoVinculo,,,,,,,
GET,/:id/saldo,,,/:id/saldo,Produto,lpco,produto/lpco/server/src/routes/lpcoVinculo.ts,router,,,,lpco,,,,,,,
GET,/,,,/,Produto,lpco,produto/lpco/server/src/routes/simuladorTA.ts,router,,SimularQuerySchema,,,,,,,,,
GET,/despesas,,,/despesas,Produto,nf-importacao,produto/nf-importacao/server/src/routes/config.ts,router,,DespesaCatalogoCreateSchema,,nfDespesaCatalogo,,,,,,,
POST,/despesas,,,/despesas,Produto,nf-importacao,produto/nf-importacao/server/src/routes/config.ts,router,,DespesaCatalogoCreateSchema,,nfDespesaCatalogo,,,,,,,
PUT,/despesas/:id,,,/despesas/:id,Produto,nf-importacao,produto/nf-importacao/server/src/routes/config.ts,router,,DespesaCatalogoUpdateSchema,,nfDespesaCatalogo,,,,,,,
DELETE,/despesas/:id,,,/despesas/:id,Produto,nf-importacao,produto/nf-importacao/server/src/routes/config.ts,router,,,,nfDespesaCatalogo,,,,,,,
GET,/templates,,,/templates,Produto,nf-importacao,produto/nf-importacao/server/src/routes/config.ts,router,,TemplateCreateSchema,,nfDespesaTemplate,,,,,,,
POST,/templates,,,/templates,Produto,nf-importacao,produto/nf-importacao/server/src/routes/config.ts,router,,TemplateCreateSchema,,nfDespesaTemplate,,,,,,,
PUT,/templates/:id,,,/templates/:id,Produto,nf-importacao,produto/nf-importacao/server/src/routes/config.ts,router,,TemplateUpdateSchema,,nfDespesaTemplate,,,,,,,
DELETE,/templates/:id,,,/templates/:id,Produto,nf-importacao,produto/nf-importacao/server/src/routes/config.ts,router,,,,nfDespesaTemplate,,,,,,,
GET,/layouts,,,/layouts,Produto,nf-importacao,produto/nf-importacao/server/src/routes/config.ts,router,,LayoutCreateSchema,,nfExportLayout,,,,,,,
POST,/layouts,,,/layouts,Produto,nf-importacao,produto/nf-importacao/server/src/routes/config.ts,router,,LayoutCreateSchema,,nfExportLayout,,,,,,,
PUT,/layouts/:id,,,/layouts/:id,Produto,nf-importacao,produto/nf-importacao/server/src/routes/config.ts,router,,LayoutUpdateSchema,,nfExportLayout,,,,,,,
DELETE,/layouts/:id,,,/layouts/:id,Produto,nf-importacao,produto/nf-importacao/server/src/routes/config.ts,router,,,,nfExportLayout,,,,,,,
GET,/favoritos-fiscais,,,/favoritos-fiscais,Produto,nf-importacao,produto/nf-importacao/server/src/routes/config.ts,router,,FavoritoFiscalCreateSchema,,nfFavoritoFiscal,,,,,,,
POST,/favoritos-fiscais,,,/favoritos-fiscais,Produto,nf-importacao,produto/nf-importacao/server/src/routes/config.ts,router,,FavoritoFiscalCreateSchema,,nfFavoritoFiscal,,,,,,,
PUT,/favoritos-fiscais/:id,,,/favoritos-fiscais/:id,Produto,nf-importacao,produto/nf-importacao/server/src/routes/config.ts,router,,FavoritoFiscalUpdateSchema,,nfFavoritoFiscal,,,,,,,
DELETE,/favoritos-fiscais/:id,,,/favoritos-fiscais/:id,Produto,nf-importacao,produto/nf-importacao/server/src/routes/config.ts,router,,,,nfFavoritoFiscal,,,,,,,
POST,/api/v1/nf-importacao/dashboard/widgets,,/api/v1/nf-importacao/dashboard,/widgets,Produto,nf-importacao,produto/nf-importacao/server/src/routes/dashboard.routes.ts,dashboardWidgetsRouter,,,,nfImportacao,,,,,,,
GET,/:id/despesas,,,/:id/despesas,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfDespesa.ts,router,,DespesaCreateSchema,,nfImportacao,,,,,,,
POST,/:id/despesas,,,/:id/despesas,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfDespesa.ts,router,,DespesaCreateSchema,,nfImportacaoDespesa,,,,,,,
PUT,/:id/despesas/:despesaId,,,/:id/despesas/:despesaId,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfDespesa.ts,router,,DespesaUpdateSchema,,nfImportacaoDespesa,,,,,,,
DELETE,/:id/despesas/:despesaId,,,/:id/despesas/:despesaId,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfDespesa.ts,router,,SmartReadSchema,,nfImportacaoDespesa,,,,,,,
POST,/:id/despesas/smart-read,,,/:id/despesas/smart-read,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfDespesa.ts,router,,SmartReadSchema,,nfImportacao,,,,,,,
POST,/:id/despesas/aplicar-template,,,/:id/despesas/aplicar-template,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfDespesa.ts,router,,AplicarTemplateSchema,,nfDespesaTemplate,,,,,,,
GET,/:id/documentos,,,/:id/documentos,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfDocumento.ts,router,,DocumentoCreateSchema,,nfImportacao,,,,,,,
POST,/:id/documentos,,,/:id/documentos,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfDocumento.ts,router,,DocumentoCreateSchema,,nfImportacao,,,,,,,
DELETE,/:id/documentos/:docId,,,/:id/documentos/:docId,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfDocumento.ts,router,,,,nfImportacao,,,,,,,
POST,/:id/exportar,,,/:id/exportar,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfExportacao.ts,router,,ExportarSchema,,nfExportLayout,,,,,,,
GET,/:id/exportar/preview,,,/:id/exportar/preview,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfExportacao.ts,router,,,,nfImportacao,,,,,,,
GET,/:id/historico,,,/:id/historico,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfHistorico.ts,router,,,,nfImportacao,,,,,,,
GET,/,,,/,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfImportacao.ts,router,,NfListaQuerySchema,,nfImportacao,,,,,,,
POST,/,,,/,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfImportacao.ts,router,,NfCreateSchema,,nfImportacao,,,,,,,
GET,/:id,,,/:id,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfImportacao.ts,router,,NfUpdateSchema,,nfImportacao,,,,,,,
PUT,/:id,,,/:id,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfImportacao.ts,router,,NfUpdateSchema,,nfImportacao,,,,,,,
DELETE,/:id,,,/:id,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfImportacao.ts,router,,,,nfImportacao,,,,,,,
POST,/:id/duplicar,,,/:id/duplicar,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfImportacao.ts,router,,,,nfImportacao,,,,,,,
POST,/importar/xml,,,/importar/xml,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfImportar.ts,router,,ImportXmlSchema,,,,,,,,,
POST,/importar/smart-read,,,/importar/smart-read,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfImportar.ts,router,,ImportSmartReadSchema,,,,,,,,,
POST,/importar/portal-unico,,,/importar/portal-unico,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfImportar.ts,router,s2s,ImportPortalUnicoSchema,,,,,,,,,
POST,/importar/processo/:processoId,,,/importar/processo/:processoId,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfImportar.ts,router,s2s,,,,,,,,,,
GET,/:id/itens,,,/:id/itens,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfItem.ts,router,,NfItemCreateSchema,,nfImportacao,,,,,,,
POST,/:id/itens,,,/:id/itens,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfItem.ts,router,,NfItemCreateSchema,,nfImportacaoItem,,,,,,,
PUT,/:id/itens/:itemId,,,/:id/itens/:itemId,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfItem.ts,router,,NfItemUpdateSchema,,nfImportacaoItem,,,,,,,
DELETE,/:id/itens/:itemId,,,/:id/itens/:itemId,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfItem.ts,router,,,,nfImportacaoItem,,,,,,,
POST,/:id/rateio/preview,,,/:id/rateio/preview,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfRateio.ts,router,,OverrideManualSchema,,nfImportacaoRateio,,,,,,,
POST,/:id/rateio/aplicar,,,/:id/rateio/aplicar,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfRateio.ts,router,,OverrideManualSchema,,nfImportacaoRateio,,,,,,,
PUT,/:id/rateio/:rateioId,,,/:id/rateio/:rateioId,Produto,nf-importacao,produto/nf-importacao/server/src/routes/nfRateio.ts,router,,OverrideManualSchema,,nfImportacaoRateio,,,,,,,
GET,/api/v1/analytics/pedido/metadata,,/api/v1/analytics/pedido,/metadata,Produto,pedido,produto/pedido/server/src/routes/analytics.ts,analyticsRouter,,,,,,,,,,,
GET,/api/v1/analytics/pedido/kpis,,/api/v1/analytics/pedido,/kpis,Produto,pedido,produto/pedido/server/src/routes/analytics.ts,analyticsRouter,tenant,,,pedido,,,,,,,
GET,/api/v1/analytics/pedido/trend,,/api/v1/analytics/pedido,/trend,Produto,pedido,produto/pedido/server/src/routes/analytics.ts,analyticsRouter,tenant,,,pedido,,,,,,,
GET,/api/v1/analytics/pedido/distribution,,/api/v1/analytics/pedido,/distribution,Produto,pedido,produto/pedido/server/src/routes/analytics.ts,analyticsRouter,tenant,,,pedido,,,,,,,
GET,/api/v1/analytics/pedido/items,,/api/v1/analytics/pedido,/items,Produto,pedido,produto/pedido/server/src/routes/analytics.ts,analyticsRouter,tenant,,,itemPedido,,,,,,,
GET,/api/v1/analytics/pedido/raw,,/api/v1/analytics/pedido,/raw,Produto,pedido,produto/pedido/server/src/routes/analytics.ts,analyticsRouter,tenant,,,pedido,,,,,,,
POST,/api/v1/pedidos/anexos,,/api/v1/pedidos/anexos,/,Produto,pedido,produto/pedido/server/src/routes/anexos.ts,anexosRouter,tenant,,,pedidoAnexo,,,,,,,
GET,/api/v1/pedidos/anexos,,/api/v1/pedidos/anexos,/,Produto,pedido,produto/pedido/server/src/routes/anexos.ts,anexosRouter,tenant,,,pedidoAnexo,,,,,,,
GET,/api/v1/pedidos/anexos/:id/download,,/api/v1/pedidos/anexos,/:id/download,Produto,pedido,produto/pedido/server/src/routes/anexos.ts,anexosRouter,tenant,,,pedidoAnexo,,,,,,,
DELETE,/api/v1/pedidos/anexos/:id,,/api/v1/pedidos/anexos,/:id,Produto,pedido,produto/pedido/server/src/routes/anexos.ts,anexosRouter,tenant,,,pedidoAnexo,,,,,,,
POST,/api/v1/pedidos/behavior/track,,,/api/v1/pedidos/behavior/track,Produto,pedido,produto/pedido/server/src/routes/behaviorTracking.ts,behaviorTrackingRouter,tenant,,,,,,,,,,
GET,/api/v1/pedidos/configuracoes/casas-decimais,,/api/v1/pedidos/configuracoes,/casas-decimais,Produto,pedido,produto/pedido/server/src/routes/casasDecimais.ts,casasDecimaisRouter,tenant,,,pedidoCasasDecimaisConfig,,,,,,,
PUT,/api/v1/pedidos/configuracoes/casas-decimais,,/api/v1/pedidos/configuracoes,/casas-decimais,Produto,pedido,produto/pedido/server/src/routes/casasDecimais.ts,casasDecimaisRouter,tenant,,,pedidoCasasDecimaisConfig,,,,,,,
GET,/api/v1/pedidos/colunas-usuario,,/api/v1/pedidos/colunas-usuario,/,Produto,pedido,produto/pedido/server/src/routes/colunasUsuario.ts,colunasUsuarioRouter,tenant,,,,,,,,,,
POST,/api/v1/pedidos/colunas-usuario,,/api/v1/pedidos/colunas-usuario,/,Produto,pedido,produto/pedido/server/src/routes/colunasUsuario.ts,colunasUsuarioRouter,tenant,,,,,,,,,,
POST,/api/v1/pedidos/colunas-usuario/reordenar,,/api/v1/pedidos/colunas-usuario,/reordenar,Produto,pedido,produto/pedido/server/src/routes/colunasUsuario.ts,colunasUsuarioRouter,tenant,,,,,,,,,,
POST,/api/v1/pedidos/colunas-usuario/valores,,/api/v1/pedidos/colunas-usuario,/valores,Produto,pedido,produto/pedido/server/src/routes/colunasUsuario.ts,colunasUsuarioRouter,tenant,,,,,,,,,,
GET,/api/v1/pedidos/colunas-usuario/valores,,/api/v1/pedidos/colunas-usuario,/valores,Produto,pedido,produto/pedido/server/src/routes/colunasUsuario.ts,colunasUsuarioRouter,tenant,,,,,,,,,,
PUT,/api/v1/pedidos/colunas-usuario/:id,,/api/v1/pedidos/colunas-usuario,/:id,Produto,pedido,produto/pedido/server/src/routes/colunasUsuario.ts,colunasUsuarioRouter,tenant,,,,,,,,,,
POST,/api/v1/pedidos/colunas-usuario/gabi-analise,,/api/v1/pedidos/colunas-usuario,/gabi-analise,Produto,pedido,produto/pedido/server/src/routes/colunasUsuario.ts,colunasUsuarioRouter,tenant,,,,,,,,,,
DELETE,/api/v1/pedidos/colunas-usuario/:id,,/api/v1/pedidos/colunas-usuario,/:id,Produto,pedido,produto/pedido/server/src/routes/colunasUsuario.ts,colunasUsuarioRouter,tenant,,,,,,,,,,
POST,/api/v1/pedidos/consolidar/preview,,/api/v1/pedidos/consolidar,/preview,Produto,pedido,produto/pedido/server/src/routes/consolidar.ts,consolidarRouter,tenant,,,pedido,,,,,,,
POST,/api/v1/pedidos/consolidar/confirmar,,/api/v1/pedidos/consolidar,/confirmar,Produto,pedido,produto/pedido/server/src/routes/consolidar.ts,consolidarRouter,tenant,,,pedido,,,,,,,
GET,/api/v1/pedidos/dashboard/kpis,,/api/v1/pedidos/dashboard,/kpis,Produto,pedido,produto/pedido/server/src/routes/dashboardData.ts,dashboardDataRouter,tenant,,,pedido,,,,,,,
GET,/api/v1/pedidos/dashboard/trend,,/api/v1/pedidos/dashboard,/trend,Produto,pedido,produto/pedido/server/src/routes/dashboardData.ts,dashboardDataRouter,tenant,,,pedido,,,,,,,
GET,/api/v1/pedidos/dashboard/insights,,/api/v1/pedidos/dashboard,/insights,Produto,pedido,produto/pedido/server/src/routes/dashboardData.ts,dashboardDataRouter,tenant,,,pedido,,,,,,,
GET,/api/v1/pedidos/dashboard/ncm-status,,/api/v1/pedidos/dashboard,/ncm-status,Produto,pedido,produto/pedido/server/src/routes/dashboardData.ts,dashboardDataRouter,tenant+s2s,,,pedidoItem,,,,,,,
GET,/api/v1/pedidos/dashboard/distribution,,/api/v1/pedidos/dashboard,/distribution,Produto,pedido,produto/pedido/server/src/routes/dashboardData.ts,dashboardDataRouter,tenant,,,pedido,,,,,,,
GET,/api/v1/pedidos/dashboard/paineis,,/api/v1/pedidos/dashboard,/paineis,Produto,pedido,produto/pedido/server/src/routes/dashboardPaineis.ts,dashboardPaineisRouter,tenant,,,dashboardPainel,,,,,,,
POST,/api/v1/pedidos/dashboard/paineis,,/api/v1/pedidos/dashboard,/paineis,Produto,pedido,produto/pedido/server/src/routes/dashboardPaineis.ts,dashboardPaineisRouter,tenant,,,dashboardPainel,,,,,,,
PUT,/api/v1/pedidos/dashboard/paineis/reordenar,,/api/v1/pedidos/dashboard,/paineis/reordenar,Produto,pedido,produto/pedido/server/src/routes/dashboardPaineis.ts,dashboardPaineisRouter,tenant,,,dashboardPainel,,,,,,,
PUT,/api/v1/pedidos/dashboard/paineis/:id,,/api/v1/pedidos/dashboard,/paineis/:id,Produto,pedido,produto/pedido/server/src/routes/dashboardPaineis.ts,dashboardPaineisRouter,tenant,,,dashboardPainel,,,,,,,
DELETE,/api/v1/pedidos/dashboard/paineis/:id,,/api/v1/pedidos/dashboard,/paineis/:id,Produto,pedido,produto/pedido/server/src/routes/dashboardPaineis.ts,dashboardPaineisRouter,tenant,,,dashboardPainel,,,,,,,
GET,/api/v1/pedidos/dashboard/widgets,,/api/v1/pedidos/dashboard/widgets,/,Produto,pedido,produto/pedido/server/src/routes/dashboardWidgets.ts,dashboardWidgetsRouter,tenant,,,dashboardConfig,,,,,,,
PUT,/api/v1/pedidos/dashboard/widgets,,/api/v1/pedidos/dashboard/widgets,/,Produto,pedido,produto/pedido/server/src/routes/dashboardWidgets.ts,dashboardWidgetsRouter,tenant,,,dashboardConfig,,,,,,,
DELETE,/api/v1/pedidos/dashboard/widgets/:widgetId,,/api/v1/pedidos/dashboard/widgets,/:widgetId,Produto,pedido,produto/pedido/server/src/routes/dashboardWidgets.ts,dashboardWidgetsRouter,tenant,,,dashboardConfig,,,,,,,
POST,/api/v1/pedidos/duplicar/preview,,/api/v1/pedidos,/duplicar/preview,Produto,pedido,produto/pedido/server/src/routes/duplicarExcluir.ts,duplicarExcluirRouter,tenant,,,,,,,,,,
POST,/api/v1/pedidos/duplicar/confirmar,,/api/v1/pedidos,/duplicar/confirmar,Produto,pedido,produto/pedido/server/src/routes/duplicarExcluir.ts,duplicarExcluirRouter,tenant,,,,,,,,,,
POST,/api/v1/pedidos/duplicar/itens,,/api/v1/pedidos,/duplicar/itens,Produto,pedido,produto/pedido/server/src/routes/duplicarExcluir.ts,duplicarExcluirRouter,tenant,,,,,,,,,,
POST,/api/v1/pedidos/excluir/preview,,/api/v1/pedidos,/excluir/preview,Produto,pedido,produto/pedido/server/src/routes/duplicarExcluir.ts,duplicarExcluirRouter,tenant,,,,,,,,,,
POST,/api/v1/pedidos/excluir/confirmar,,/api/v1/pedidos,/excluir/confirmar,Produto,pedido,produto/pedido/server/src/routes/duplicarExcluir.ts,duplicarExcluirRouter,tenant,,,,,,,,,,
POST,/api/v1/pedidos/excluir/itens,,/api/v1/pedidos,/excluir/itens,Produto,pedido,produto/pedido/server/src/routes/duplicarExcluir.ts,duplicarExcluirRouter,tenant,,,,,,,,,,
